playid,host,guest,result,sj,odds
24195,奥萨苏纳,阿拉维斯,1,https://odds.500.com/fenxi/shuju-1151046.shtml,https://odds.500.com/fenxi/ouzhi-1151046.shtml
24195,马德里竞技,塞维利亚,3,https://odds.500.com/fenxi/shuju-1151040.shtml,https://odds.500.com/fenxi/ouzhi-1151040.shtml
24195,朗斯,蒙彼利埃,3,https://odds.500.com/fenxi/shuju-1149037.shtml,https://odds.500.com/fenxi/ouzhi-1149037.shtml
24195,圣埃蒂安,马赛,0,https://odds.500.com/fenxi/shuju-1149042.shtml,https://odds.500.com/fenxi/ouzhi-1149042.shtml
24194,阿斯顿维拉,南安普敦,3,https://odds.500.com/fenxi/shuju-1147464.shtml,https://odds.500.com/fenxi/ouzhi-1147464.shtml
24194,布伦特福德,纽卡斯尔联,3,https://odds.500.com/fenxi/shuju-1147465.shtml,https://odds.500.com/fenxi/ouzhi-1147465.shtml
24194,水晶宫,曼彻斯特城,1,https://odds.500.com/fenxi/shuju-1147466.shtml,https://odds.500.com/fenxi/ouzhi-1147466.shtml
24194,曼彻斯特联,诺丁汉森林,0,https://odds.500.com/fenxi/shuju-1147471.shtml,https://odds.500.com/fenxi/ouzhi-1147471.shtml
24194,拜仁慕尼黑,海登海姆,3,https://odds.500.com/fenxi/shuju-1156762.shtml,https://odds.500.com/fenxi/ouzhi-1156762.shtml
24194,法兰克福,奥格斯堡,1,https://odds.500.com/fenxi/shuju-1156765.shtml,https://odds.500.com/fenxi/ouzhi-1156765.shtml
24194,基尔,莱比锡红牛,0,https://odds.500.com/fenxi/shuju-1156767.shtml,https://odds.500.com/fenxi/ouzhi-1156767.shtml
24194,勒沃库森,圣保利,3,https://odds.500.com/fenxi/shuju-1156761.shtml,https://odds.500.com/fenxi/ouzhi-1156761.shtml
24194,波鸿,云达不来梅,0,https://odds.500.com/fenxi/shuju-1156764.shtml,https://odds.500.com/fenxi/ouzhi-1156764.shtml
24194,门兴格拉德巴赫,多特蒙德,1,https://odds.500.com/fenxi/shuju-1156763.shtml,https://odds.500.com/fenxi/ouzhi-1156763.shtml
24194,尤文图斯,博洛尼亚,1,https://odds.500.com/fenxi/shuju-1156418.shtml,https://odds.500.com/fenxi/ouzhi-1156418.shtml
24194,罗马,莱切,3,https://odds.500.com/fenxi/shuju-1156413.shtml,https://odds.500.com/fenxi/ouzhi-1156413.shtml
24194,皇家贝蒂斯,巴塞罗那,1,https://odds.500.com/fenxi/shuju-1151041.shtml,https://odds.500.com/fenxi/ouzhi-1151041.shtml
24194,赫罗纳,皇家马德里,0,https://odds.500.com/fenxi/shuju-1151043.shtml,https://odds.500.com/fenxi/ouzhi-1151043.shtml
24193,伯恩利,米德尔斯堡,1,https://odds.500.com/fenxi/shuju-1151485.shtml,https://odds.500.com/fenxi/ouzhi-1151485.shtml
24193,斯图加特,柏林联合,3,https://odds.500.com/fenxi/shuju-1156768.shtml,https://odds.500.com/fenxi/ouzhi-1156768.shtml
24193,埃尔沃斯堡,纽伦堡,3,https://odds.500.com/fenxi/shuju-1157086.shtml,https://odds.500.com/fenxi/ouzhi-1157086.shtml
24193,帕德博恩,沙尔克,0,https://odds.500.com/fenxi/shuju-1157091.shtml,https://odds.500.com/fenxi/ouzhi-1157091.shtml
24193,国际米兰,帕尔马,3,https://odds.500.com/fenxi/shuju-1156417.shtml,https://odds.500.com/fenxi/ouzhi-1156417.shtml
24193,亚特兰大,AC米兰,3,https://odds.500.com/fenxi/shuju-1156414.shtml,https://odds.500.com/fenxi/ouzhi-1156414.shtml
24193,维戈塞尔塔,马洛卡,3,https://odds.500.com/fenxi/shuju-1151042.shtml,https://odds.500.com/fenxi/ouzhi-1151042.shtml
24193,里尔,布雷斯特,3,https://odds.500.com/fenxi/shuju-1149038.shtml,https://odds.500.com/fenxi/ouzhi-1149038.shtml
24193,欧塞尔,巴黎圣日尔曼,1,https://odds.500.com/fenxi/shuju-1149036.shtml,https://odds.500.com/fenxi/ouzhi-1149036.shtml
24193,拉瓦勒,卡昂,3,https://odds.500.com/fenxi/shuju-1149353.shtml,https://odds.500.com/fenxi/ouzhi-1149353.shtml
24193,洛里昂,特鲁瓦,3,https://odds.500.com/fenxi/shuju-1149354.shtml,https://odds.500.com/fenxi/ouzhi-1149354.shtml
24193,阿纳西,克莱蒙,3,https://odds.500.com/fenxi/shuju-1149351.shtml,https://odds.500.com/fenxi/ouzhi-1149351.shtml
24193,PSV埃因霍温,特温特,3,https://odds.500.com/fenxi/shuju-1148038.shtml,https://odds.500.com/fenxi/ouzhi-1148038.shtml
24193,布拉加,埃斯托里尔,1,https://odds.500.com/fenxi/shuju-1158010.shtml,https://odds.500.com/fenxi/ouzhi-1158010.shtml
24192,川崎前锋,山东泰山,3,https://odds.500.com/fenxi/shuju-1170421.shtml,https://odds.500.com/fenxi/ouzhi-1170421.shtml
24192,上海申花,蔚山现代,0,https://odds.500.com/fenxi/shuju-1170422.shtml,https://odds.500.com/fenxi/ouzhi-1170422.shtml
24192,埃弗顿,狼队,3,https://odds.500.com/fenxi/shuju-1147457.shtml,https://odds.500.com/fenxi/ouzhi-1147457.shtml
24192,曼彻斯特城,诺丁汉森林,3,https://odds.500.com/fenxi/shuju-1147461.shtml,https://odds.500.com/fenxi/ouzhi-1147461.shtml
24192,纽卡斯尔联,利物浦,1,https://odds.500.com/fenxi/shuju-1147462.shtml,https://odds.500.com/fenxi/ouzhi-1147462.shtml
24192,南安普敦,切尔西,0,https://odds.500.com/fenxi/shuju-1147463.shtml,https://odds.500.com/fenxi/ouzhi-1147463.shtml
24192,阿森纳,曼彻斯特联,3,https://odds.500.com/fenxi/shuju-1147454.shtml,https://odds.500.com/fenxi/ouzhi-1147454.shtml
24192,阿斯顿维拉,布伦特福德,3,https://odds.500.com/fenxi/shuju-1147455.shtml,https://odds.500.com/fenxi/ouzhi-1147455.shtml
24192,富勒姆,布赖顿,3,https://odds.500.com/fenxi/shuju-1147458.shtml,https://odds.500.com/fenxi/ouzhi-1147458.shtml
24192,伯恩茅斯,托特纳姆热刺,3,https://odds.500.com/fenxi/shuju-1147456.shtml,https://odds.500.com/fenxi/ouzhi-1147456.shtml
24192,4科隆,柏林赫塔12,1,https://odds.500.com/fenxi/shuju-1176844.shtml,https://odds.500.com/fenxi/ouzhi-1176844.shtml
24192,2沃尔夫斯堡,霍芬海姆2,3,https://odds.500.com/fenxi/shuju-1176849.shtml,https://odds.500.com/fenxi/ouzhi-1176849.shtml
24192,1莱比锡红牛,法兰克福1,3,https://odds.500.com/fenxi/shuju-1176846.shtml,https://odds.500.com/fenxi/ouzhi-1176846.shtml
24192,毕尔巴鄂竞技,皇家马德里,3,https://odds.500.com/fenxi/shuju-1151070.shtml,https://odds.500.com/fenxi/ouzhi-1151070.shtml
24191,浦项制铁,神户胜利船,3,https://odds.500.com/fenxi/shuju-1170418.shtml,https://odds.500.com/fenxi/ouzhi-1170418.shtml
24191,柔佛,布里兰,1,https://odds.500.com/fenxi/shuju-1170419.shtml,https://odds.500.com/fenxi/ouzhi-1170419.shtml
24191,上海海港,光州FC,1,https://odds.500.com/fenxi/shuju-1170420.shtml,https://odds.500.com/fenxi/ouzhi-1170420.shtml
24191,棉农,阿布扎比艾因,1,https://odds.500.com/fenxi/shuju-1170469.shtml,https://odds.500.com/fenxi/ouzhi-1170469.shtml
24191,利雅得新月,赖扬加拉法,3,https://odds.500.com/fenxi/shuju-1170470.shtml,https://odds.500.com/fenxi/ouzhi-1170470.shtml
24191,伊普斯维奇,水晶宫,0,https://odds.500.com/fenxi/shuju-1147459.shtml,https://odds.500.com/fenxi/ouzhi-1147459.shtml
24191,莱切斯特城,西汉姆联,3,https://odds.500.com/fenxi/shuju-1147460.shtml,https://odds.500.com/fenxi/ouzhi-1147460.shtml
24191,1比勒费尔德,弗赖堡2,3,https://odds.500.com/fenxi/shuju-1176842.shtml,https://odds.500.com/fenxi/ouzhi-1176842.shtml
24191,2雷根斯堡,斯图加特,0,https://odds.500.com/fenxi/shuju-1176847.shtml,https://odds.500.com/fenxi/ouzhi-1176847.shtml
24191,21拜仁慕尼黑,勒沃库森3,0,https://odds.500.com/fenxi/shuju-1176843.shtml,https://odds.500.com/fenxi/ouzhi-1176843.shtml
24191,4云达不来梅,达姆施塔特2,3,https://odds.500.com/fenxi/shuju-1176848.shtml,https://odds.500.com/fenxi/ouzhi-1176848.shtml
24191,博洛尼亚,蒙扎1,3,https://odds.500.com/fenxi/shuju-1174848.shtml,https://odds.500.com/fenxi/ouzhi-1174848.shtml
24191,1AC米兰,萨索洛2,3,https://odds.500.com/fenxi/shuju-1174004.shtml,https://odds.500.com/fenxi/ouzhi-1174004.shtml
24191,马洛卡,巴塞罗那,0,https://odds.500.com/fenxi/shuju-1151073.shtml,https://odds.500.com/fenxi/ouzhi-1151073.shtml
24190,切尔西,阿斯顿维拉,3,https://odds.500.com/fenxi/shuju-1147446.shtml,https://odds.500.com/fenxi/ouzhi-1147446.shtml
24190,曼彻斯特联,埃弗顿,3,https://odds.500.com/fenxi/shuju-1147449.shtml,https://odds.500.com/fenxi/ouzhi-1147449.shtml
24190,托特纳姆热刺,富勒姆,1,https://odds.500.com/fenxi/shuju-1147451.shtml,https://odds.500.com/fenxi/ouzhi-1147451.shtml
24190,利物浦,曼彻斯特城,3,https://odds.500.com/fenxi/shuju-1147448.shtml,https://odds.500.com/fenxi/ouzhi-1147448.shtml
24190,美因茨,霍芬海姆,3,https://odds.500.com/fenxi/shuju-1156756.shtml,https://odds.500.com/fenxi/ouzhi-1156756.shtml
24190,海登海姆,法兰克福,0,https://odds.500.com/fenxi/shuju-1156755.shtml,https://odds.500.com/fenxi/ouzhi-1156755.shtml
24190,都灵,那不勒斯,0,https://odds.500.com/fenxi/shuju-1156411.shtml,https://odds.500.com/fenxi/ouzhi-1156411.shtml
24190,帕尔马,拉齐奥,3,https://odds.500.com/fenxi/shuju-1156410.shtml,https://odds.500.com/fenxi/ouzhi-1156410.shtml
24190,莱切,尤文图斯,1,https://odds.500.com/fenxi/shuju-1156409.shtml,https://odds.500.com/fenxi/ouzhi-1156409.shtml
24190,皇家马德里,赫塔费,3,https://odds.500.com/fenxi/shuju-1151033.shtml,https://odds.500.com/fenxi/ouzhi-1151033.shtml
24190,巴列卡诺,毕尔巴鄂竞技,0,https://odds.500.com/fenxi/shuju-1151032.shtml,https://odds.500.com/fenxi/ouzhi-1151032.shtml
24190,皇家社会,皇家贝蒂斯,3,https://odds.500.com/fenxi/shuju-1151034.shtml,https://odds.500.com/fenxi/ouzhi-1151034.shtml
24190,马赛,摩纳哥,3,https://odds.500.com/fenxi/shuju-1149029.shtml,https://odds.500.com/fenxi/ouzhi-1149029.shtml
24189,布伦特福德,莱切斯特城,3,https://odds.500.com/fenxi/shuju-1147444.shtml,https://odds.500.com/fenxi/ouzhi-1147444.shtml
24189,水晶宫,纽卡斯尔联,1,https://odds.500.com/fenxi/shuju-1147447.shtml,https://odds.500.com/fenxi/ouzhi-1147447.shtml
24189,诺丁汉森林,伊普斯维奇,3,https://odds.500.com/fenxi/shuju-1147450.shtml,https://odds.500.com/fenxi/ouzhi-1147450.shtml
24189,狼队,伯恩茅斯,0,https://odds.500.com/fenxi/shuju-1147453.shtml,https://odds.500.com/fenxi/ouzhi-1147453.shtml
24189,西汉姆联,阿森纳,0,https://odds.500.com/fenxi/shuju-1147452.shtml,https://odds.500.com/fenxi/ouzhi-1147452.shtml
24189,弗赖堡,门兴格拉德巴赫,3,https://odds.500.com/fenxi/shuju-1156754.shtml,https://odds.500.com/fenxi/ouzhi-1156754.shtml
24189,莱比锡红牛,沃尔夫斯堡,0,https://odds.500.com/fenxi/shuju-1156757.shtml,https://odds.500.com/fenxi/ouzhi-1156757.shtml
24189,柏林联合,勒沃库森,0,https://odds.500.com/fenxi/shuju-1156759.shtml,https://odds.500.com/fenxi/ouzhi-1156759.shtml
24189,云达不来梅,斯图加特,1,https://odds.500.com/fenxi/shuju-1156760.shtml,https://odds.500.com/fenxi/ouzhi-1156760.shtml
24189,多特蒙德,拜仁慕尼黑,1,https://odds.500.com/fenxi/shuju-1156753.shtml,https://odds.500.com/fenxi/ouzhi-1156753.shtml
24189,AC米兰,恩波利,3,https://odds.500.com/fenxi/shuju-1156403.shtml,https://odds.500.com/fenxi/ouzhi-1156403.shtml
24189,西班牙人,维戈塞尔塔,3,https://odds.500.com/fenxi/shuju-1151038.shtml,https://odds.500.com/fenxi/ouzhi-1151038.shtml
24189,巴利亚多利德,马德里竞技,0,https://odds.500.com/fenxi/shuju-1151036.shtml,https://odds.500.com/fenxi/ouzhi-1151036.shtml
24189,巴黎圣日尔曼,南特,1,https://odds.500.com/fenxi/shuju-1149031.shtml,https://odds.500.com/fenxi/ouzhi-1149031.shtml
24188,布赖顿,南安普敦,1,https://odds.500.com/fenxi/shuju-1147445.shtml,https://odds.500.com/fenxi/ouzhi-1147445.shtml
24188,谢菲尔德联,桑德兰,3,https://odds.500.com/fenxi/shuju-1151481.shtml,https://odds.500.com/fenxi/ouzhi-1151481.shtml
24188,圣保利,基尔,3,https://odds.500.com/fenxi/shuju-1156758.shtml,https://odds.500.com/fenxi/ouzhi-1156758.shtml
24188,马格德堡,柏林赫塔,0,https://odds.500.com/fenxi/shuju-1157081.shtml,https://odds.500.com/fenxi/ouzhi-1157081.shtml
24188,沙尔克04,凯泽斯劳滕,0,https://odds.500.com/fenxi/shuju-1157083.shtml,https://odds.500.com/fenxi/ouzhi-1157083.shtml
24188,卡利亚里,维罗纳,3,https://odds.500.com/fenxi/shuju-1156406.shtml,https://odds.500.com/fenxi/ouzhi-1156406.shtml
24188,马洛卡,巴伦西亚,3,https://odds.500.com/fenxi/shuju-1151031.shtml,https://odds.500.com/fenxi/ouzhi-1151031.shtml
24188,兰斯,朗斯,0,https://odds.500.com/fenxi/shuju-1149032.shtml,https://odds.500.com/fenxi/ouzhi-1149032.shtml
24188,海伦芬,瓦尔韦克,1,https://odds.500.com/fenxi/shuju-1148024.shtml,https://odds.500.com/fenxi/ouzhi-1148024.shtml
24188,海牙,埃门,3,https://odds.500.com/fenxi/shuju-1148411.shtml,https://odds.500.com/fenxi/ouzhi-1148411.shtml
24188,罗达JC,福伦丹,1,https://odds.500.com/fenxi/shuju-1148414.shtml,https://odds.500.com/fenxi/ouzhi-1148414.shtml
24188,特尔斯达,坎布尔,1,https://odds.500.com/fenxi/shuju-1148415.shtml,https://odds.500.com/fenxi/ouzhi-1148415.shtml
24188,维迪斯,海尔蒙特,3,https://odds.500.com/fenxi/shuju-1148416.shtml,https://odds.500.com/fenxi/ouzhi-1148416.shtml
24188,法伦斯,阿马多拉,3,https://odds.500.com/fenxi/shuju-1158005.shtml,https://odds.500.com/fenxi/ouzhi-1158005.shtml
24187,阿尔克马尔,加拉塔萨雷,1,https://odds.500.com/fenxi/shuju-1171799.shtml,https://odds.500.com/fenxi/ouzhi-1171799.shtml
24187,毕尔巴鄂竞技,埃尔夫斯堡,3,https://odds.500.com/fenxi/shuju-1171798.shtml,https://odds.500.com/fenxi/ouzhi-1171798.shtml
24187,拉齐奥,卢多戈雷茨,1,https://odds.500.com/fenxi/shuju-1171804.shtml,https://odds.500.com/fenxi/ouzhi-1171804.shtml
24187,安德莱赫特,波尔图,1,https://odds.500.com/fenxi/shuju-1171797.shtml,https://odds.500.com/fenxi/ouzhi-1171797.shtml
24187,布拉加,霍芬海姆,3,https://odds.500.com/fenxi/shuju-1171807.shtml,https://odds.500.com/fenxi/ouzhi-1171807.shtml
24187,特温特,圣吉尔联合,0,https://odds.500.com/fenxi/shuju-1171806.shtml,https://odds.500.com/fenxi/ouzhi-1171806.shtml
24187,费伦茨瓦罗斯,马尔默,3,https://odds.500.com/fenxi/shuju-1171809.shtml,https://odds.500.com/fenxi/ouzhi-1171809.shtml
24187,曼彻斯特联,博德闪耀,3,https://odds.500.com/fenxi/shuju-1171810.shtml,https://odds.500.com/fenxi/ouzhi-1171810.shtml
24187,中日德兰,法兰克福,0,https://odds.500.com/fenxi/shuju-1171811.shtml,https://odds.500.com/fenxi/ouzhi-1171811.shtml
24187,尼斯,格拉斯哥流浪者,0,https://odds.500.com/fenxi/shuju-1171812.shtml,https://odds.500.com/fenxi/ouzhi-1171812.shtml
24187,皇家社会,阿贾克斯,3,https://odds.500.com/fenxi/shuju-1171805.shtml,https://odds.500.com/fenxi/ouzhi-1171805.shtml
24187,布拉格斯拉维亚,费内巴切,0,https://odds.500.com/fenxi/shuju-1171813.shtml,https://odds.500.com/fenxi/ouzhi-1171813.shtml
24187,托特纳姆热刺,罗马,1,https://odds.500.com/fenxi/shuju-1171814.shtml,https://odds.500.com/fenxi/ouzhi-1171814.shtml
24187,布加勒斯特星,奥林匹亚科斯,1,https://odds.500.com/fenxi/shuju-1171808.shtml,https://odds.500.com/fenxi/ouzhi-1171808.shtml
24186,光州FC,上海申花,3,https://odds.500.com/fenxi/shuju-1170415.shtml,https://odds.500.com/fenxi/ouzhi-1170415.shtml
24186,横滨水手,浦项制铁,3,https://odds.500.com/fenxi/shuju-1170416.shtml,https://odds.500.com/fenxi/ouzhi-1170416.shtml
24186,贝尔格莱德红星,斯图加特,3,https://odds.500.com/fenxi/shuju-1171566.shtml,https://odds.500.com/fenxi/ouzhi-1171566.shtml
24186,格拉茨风暴,赫罗纳,3,https://odds.500.com/fenxi/shuju-1171567.shtml,https://odds.500.com/fenxi/ouzhi-1171567.shtml
24186,阿斯顿维拉,尤文图斯,1,https://odds.500.com/fenxi/shuju-1171568.shtml,https://odds.500.com/fenxi/ouzhi-1171568.shtml
24186,博洛尼亚,里尔,0,https://odds.500.com/fenxi/shuju-1171569.shtml,https://odds.500.com/fenxi/ouzhi-1171569.shtml
24186,凯尔特人,布鲁日,1,https://odds.500.com/fenxi/shuju-1171570.shtml,https://odds.500.com/fenxi/ouzhi-1171570.shtml
24186,利物浦,皇家马德里,3,https://odds.500.com/fenxi/shuju-1171572.shtml,https://odds.500.com/fenxi/ouzhi-1171572.shtml
24186,摩纳哥,本菲卡,0,https://odds.500.com/fenxi/shuju-1171573.shtml,https://odds.500.com/fenxi/ouzhi-1171573.shtml
24186,加的夫城,女王公园巡游者,0,https://odds.500.com/fenxi/shuju-1151469.shtml,https://odds.500.com/fenxi/ouzhi-1151469.shtml
24186,利兹联,卢顿,3,https://odds.500.com/fenxi/shuju-1151463.shtml,https://odds.500.com/fenxi/ouzhi-1151463.shtml
24186,米德尔斯堡,布莱克本,0,https://odds.500.com/fenxi/shuju-1151471.shtml,https://odds.500.com/fenxi/ouzhi-1151471.shtml
24186,德比郡,斯旺西,0,https://odds.500.com/fenxi/shuju-1151470.shtml,https://odds.500.com/fenxi/ouzhi-1151470.shtml
24185,布拉迪斯拉发,AC米兰,0,https://odds.500.com/fenxi/shuju-1171557.shtml,https://odds.500.com/fenxi/ouzhi-1171557.shtml
24185,布拉格斯巴达,马德里竞技,0,https://odds.500.com/fenxi/shuju-1171558.shtml,https://odds.500.com/fenxi/ouzhi-1171558.shtml
24185,巴塞罗那,布雷斯特,3,https://odds.500.com/fenxi/shuju-1171559.shtml,https://odds.500.com/fenxi/ouzhi-1171559.shtml
24185,拜仁慕尼黑,巴黎圣日尔曼,3,https://odds.500.com/fenxi/shuju-1171561.shtml,https://odds.500.com/fenxi/ouzhi-1171561.shtml
24185,国际米兰,莱比锡红牛,3,https://odds.500.com/fenxi/shuju-1171562.shtml,https://odds.500.com/fenxi/ouzhi-1171562.shtml
24185,勒沃库森,萨尔茨堡,3,https://odds.500.com/fenxi/shuju-1171560.shtml,https://odds.500.com/fenxi/ouzhi-1171560.shtml
24185,曼彻斯特城,费耶诺德,1,https://odds.500.com/fenxi/shuju-1171563.shtml,https://odds.500.com/fenxi/ouzhi-1171563.shtml
24185,里斯本竞技,阿森纳,0,https://odds.500.com/fenxi/shuju-1171564.shtml,https://odds.500.com/fenxi/ouzhi-1171564.shtml
24185,年轻人,亚特兰大,0,https://odds.500.com/fenxi/shuju-1171565.shtml,https://odds.500.com/fenxi/ouzhi-1171565.shtml
24185,伯恩利,考文垂,3,https://odds.500.com/fenxi/shuju-1151461.shtml,https://odds.500.com/fenxi/ouzhi-1151461.shtml
24185,诺维奇,普利茅斯,3,https://odds.500.com/fenxi/shuju-1151464.shtml,https://odds.500.com/fenxi/ouzhi-1151464.shtml
24185,谢菲尔德联,牛津联,3,https://odds.500.com/fenxi/shuju-1151465.shtml,https://odds.500.com/fenxi/ouzhi-1151465.shtml
24185,沃特福德,布里斯托尔城,3,https://odds.500.com/fenxi/shuju-1151468.shtml,https://odds.500.com/fenxi/ouzhi-1151468.shtml
24185,桑德兰,西布罗姆维奇,1,https://odds.500.com/fenxi/shuju-1151467.shtml,https://odds.500.com/fenxi/ouzhi-1151467.shtml
24184,南安普敦,利物浦,0,https://odds.500.com/fenxi/shuju-1147443.shtml,https://odds.500.com/fenxi/ouzhi-1147443.shtml
24184,伊普斯维奇,曼彻斯特联,1,https://odds.500.com/fenxi/shuju-1147439.shtml,https://odds.500.com/fenxi/ouzhi-1147439.shtml
24184,基尔,美因茨,0,https://odds.500.com/fenxi/shuju-1156749.shtml,https://odds.500.com/fenxi/ouzhi-1156749.shtml
24184,门兴格拉德巴赫,圣保利,3,https://odds.500.com/fenxi/shuju-1156745.shtml,https://odds.500.com/fenxi/ouzhi-1156745.shtml
24184,都灵,蒙扎,1,https://odds.500.com/fenxi/shuju-1156400.shtml,https://odds.500.com/fenxi/ouzhi-1156400.shtml
24184,科莫,佛罗伦萨,0,https://odds.500.com/fenxi/shuju-1156394.shtml,https://odds.500.com/fenxi/ouzhi-1156394.shtml
24184,那不勒斯,罗马,3,https://odds.500.com/fenxi/shuju-1156398.shtml,https://odds.500.com/fenxi/ouzhi-1156398.shtml
24184,拉齐奥,博洛尼亚,3,https://odds.500.com/fenxi/shuju-1156397.shtml,https://odds.500.com/fenxi/ouzhi-1156397.shtml
24184,塞维利亚,巴列卡诺,3,https://odds.500.com/fenxi/shuju-1151026.shtml,https://odds.500.com/fenxi/ouzhi-1151026.shtml
